,patent_number,patent_title,patent_date,patent_kind,assignee_id
234,5785663,Method and device for mechanical imaging of prostate,1998-07-28,A,94d2041a-85f5-45d4-976d-bd4b58bef133
235,5606971,Method and device for shear wave elasticity imaging,1997-03-04,A,5f92fea4-4087-4e3e-a560-2ba781d1fdb4
236,5612200,Method and kit for destroying ability of nucleic acid to be amplified,1997-03-18,A,425cd741-4844-49f0-a1fa-546107d327f9
237,5473536,Method and system for customizing the display of patient physiological parameters on a medical monitor,1995-12-05,A,a467fec6-886c-490f-82cd-6b90563b55be
238,5482050,Method and system for providing safe patient monitoring in an electronic medical device while serving as a general-purpose windowed display,1996-01-09,A,a467fec6-886c-490f-82cd-6b90563b55be
239,5537516,Method for calibrating a color printer using a scanner for color measurements,1996-07-16,A,6cbd7aee-d494-4a50-8884-ab4dc2c763de
240,5658451,Method for calibration of a pH measuring element,1997-08-19,A,8f27a060-8120-4f8a-ba48-091bad928c71
241,4941038,Method for color image processing,1990-07-10,A,1497e878-752e-48e1-9716-a19e15832aff
242,5615403,Method for executing I\/O request by I\/O processor after receiving trapped memory address directed to I\/O device from all processors concurrently executing same program,1997-03-25,A,ba1a7d7a-6394-4f59-a009-18b32248fa74
243,5794246,Method for incremental aggregation of dynamically increasing database data sets,1998-08-11,A,8611ab85-6640-4ee9-add3-1d6f83814b1c
244,5435958,Method for making a humidity exchanger medium,1995-07-25,A,2d581cc5-9324-4ca6-ad31-b5c6499c6868
245,5828445,Method for measuring and reporting co-oximeter quality control results,1998-10-27,A,b1b52722-060f-4ed4-a0e3-38888210bbd8
246,5773301,Method for optically determining total hemoglobin concentration,1998-06-30,A,8f27a060-8120-4f8a-ba48-091bad928c71
247,5832606,Method for preventing one-cell stall in bladed discs,1998-11-10,A,677cc0d7-5a6d-49ac-aa71-db1dc8702e40
248,5828380,Method for processing images,1998-10-27,A,dec35864-04c8-4336-8b30-02242c01f5dc
249,5423934,Method for producing a laminate,1995-06-13,A,cd29be72-3b71-4d25-919c-1a690d8e7279
250,5700655,Method for quantification of biological material in a sample,1997-12-23,A,2de144ca-dd7f-457a-b3db-145b1189d9e6
251,5750405,Method for the detection for protein,1998-05-12,A,e899239c-3d2a-48a0-90b2-156806f8356e
252,5733787,Method for the detection of creatinine,1998-03-31,A,e899239c-3d2a-48a0-90b2-156806f8356e
253,5500402,Method for the manufacture of a contact body for the exchange of moisture or heat,1996-03-19,A,cd29be72-3b71-4d25-919c-1a690d8e7279
254,5761649,Method for updating a remote computer,1998-06-02,A,76c6c844-7fb2-4fd9-8004-5476e1ce88fe
255,5332590,Method of absorbing oxygen by employing a particulate annealed electrolytically reduced iron,1994-07-26,A,17b3b13f-0906-48a5-ac6e-adf2f52dfe03
256,5813824,Method of collecting refuse,1998-09-29,A,75f5c390-85f7-45b2-8b26-d9e1ef3a0fda
257,5614425,Method of fabricating a bipolar transistor operable at high speed,1997-03-25,A,5718551a-fe57-489d-a94a-9286974683c0
258,5777561,Method of grouping RF transponders,1998-07-07,A,ee0168d9-bf74-4513-bfbf-e73c933f90e7
259,5643576,Method of inducing an immune response with a live Venezuelan Equine Encephalitis virus expressing a heterologous immunogen,1997-07-01,A,614585b3-ae9b-4662-8d5d-acb52b19cffd
260,5433909,Method of making controlled porosity expanded polytetrafluoroethylene products,1995-07-18,A,9c914ee4-5b46-43fb-8fbe-48668f526d2a
261,5614387,Method of making stabilized enzyme compositions for nucleic acid amplification,1997-03-25,A,425cd741-4844-49f0-a1fa-546107d327f9
262,5514253,Method of measuring gas concentrations and microfabricated sensing device for practicing same,1996-05-07,A,2df34f6c-f453-49a2-91d4-54fb3df9e718
263,5831404,Method of preventing wire from being twisted off in reinforcing bar fastening machine,1998-11-03,A,61a2fb80-84d9-4334-b7ed-8fe70aff5308
264,5753197,Method of purifying emissions,1998-05-19,A,8287d724-9e9e-4ef6-a978-afc03a5f79ee
265,5635517,"Method of reducing TNF.alpha. levels with amino substituted 2-(2,6-dioxopiperidin-3-yl)-1-oxo-and 1,3-dioxoisoindolines",1997-06-03,A,bbd68ff4-84c0-4fa4-8946-dec862400106
266,5573496,Method of using a coil screw surgical retractor,1996-11-12,A,
267,5663044,Methodology for colorimetrically determining the concentration of white blood cells in a biological fluid,1997-09-02,A,e899239c-3d2a-48a0-90b2-156806f8356e
268,5605664,Methods and apparatus for rapid equilibration of dissolved gas composition,1997-02-25,A,2df34f6c-f453-49a2-91d4-54fb3df9e718
269,5609824,Methods and apparatus for rapid equilibration of dissolved gas composition,1997-03-11,A,2df34f6c-f453-49a2-91d4-54fb3df9e718
270,5614416,Methods and apparatus for rapid equilibration of dissolved gas composition,1997-03-25,A,2df34f6c-f453-49a2-91d4-54fb3df9e718
271,5656744,Methods for making nucleotide polymers using novel linking reagents,1997-08-12,A,425cd741-4844-49f0-a1fa-546107d327f9
272,5725376,Methods for manufacturing a dental implant drill guide and a dental implant superstructure,1998-03-10,A,
273,5789253,Methods for rapid equalibration of dissolved gas composition,1998-08-04,A,2df34f6c-f453-49a2-91d4-54fb3df9e718
274,5582823,Methods of treating bacterial inflammation and granulocytopoiesis by administering human pluripotent granulocyte colony-stimulating factor,1996-12-10,A,ebbca3e0-2df5-4eeb-bc81-604eac1d41e7
275,5735360,Mining bit,1998-04-07,A,
276,5634225,Modular air bed,1997-06-03,A,3860ed0c-8e84-4bed-ba0b-9d7a57d3a6b9
277,5639261,Modular cross-connect system,1997-06-17,A,5a5c2a76-de50-44d1-8c54-82e4c8fd253c
278,5623736,Modular inflatable\/air fluidized bed,1997-04-29,A,1c842b27-32f8-44a5-9f3a-7f62768bed9a
279,5686161,Moisture-sensitive label,1997-11-11,A,e13301ac-9597-4680-a349-5db024019e93
280,5691336,Morpholine compounds are prodrugs useful as tachykinin receptor antagonists,1997-11-25,A,65eb06d6-b43a-4d2a-9e0f-1a31cd86f200
281,5319713,Multi dimensional sound circuit,1994-06-07,A,2986e46e-7937-477f-9bc5-1f5eec05183f
282,5333201,Multi dimensional sound circuit,1994-07-26,A,2986e46e-7937-477f-9bc5-1f5eec05183f
283,5773159,Multicell configuration for lithium cells or the like,1998-06-30,A,
284,5818645,Multimode optical source and image scanning apparatus using the same,1998-10-06,A,a598e7c9-455b-4da3-99e0-b2b9f4a0090d
285,5683384,Multiple antenna ablation apparatus,1997-11-04,A,8323a959-1394-4627-a18a-7344f2a14ea1
286,5672173,Multiple antenna ablation apparatus and method,1997-09-30,A,787f0750-d661-479b-954d-9ca975cac75f
287,5672174,Multiple antenna ablation apparatus and method,1997-09-30,A,787f0750-d661-479b-954d-9ca975cac75f
288,5728143,Multiple antenna ablation apparatus and method,1998-03-17,A,787f0750-d661-479b-954d-9ca975cac75f
289,5782827,Multiple antenna ablation apparatus and method with multiple sensor feedback,1998-07-21,A,787f0750-d661-479b-954d-9ca975cac75f
290,5536267,Multiple electrode ablation apparatus,1996-07-16,A,bd890bbd-1ed5-4bf6-9b52-d9a47d9bb4aa
291,5832448,Multiple patient monitoring system for proactive health management,1998-11-03,A,05621156-45c5-47c3-8c76-c0c63bf3097f
292,5596416,Multiple printer module electrophotographic printing device,1997-01-21,A,ecb003f8-9899-424e-919c-b2682c95adf3
293,5766627,Multivescular liposomes with controlled release of encapsulated biologically active substances,1998-06-16,A,b48bb25c-5181-40d4-99ad-0ab75c1a2d08
294,5406260,Network security system for detecting removal of electronic equipment,1995-04-11,A,9c269257-8cb9-4948-9439-ff843369378d
295,5558083,Nitric oxide delivery system,1996-09-24,A,07d5e983-c359-45e8-ac9a-45c2def520ad
296,5380267,Noise-attenuating pneumatic compressor and medical apparatus incorporating same,1995-01-10,A,3a0b1bd3-8027-4087-bbce-4c1d06bf3ef3
297,5696251,Non-nucleotide linking reagents for nucleotide probes,1997-12-09,A,425cd741-4844-49f0-a1fa-546107d327f9
298,5693468,Nucleic acid probes and methods for detecting chlamydia trachomatis,1997-12-02,A,425cd741-4844-49f0-a1fa-546107d327f9
299,5278423,Object sensor and method for use in controlling an agricultural sprayer,1994-01-11,A,ec72750e-f789-4749-91f7-6292f7c6fda7
300,4957629,Obstetrical filter and trap,1990-09-18,A,
301,5406202,Offset-compensated hall sensor having plural hall detectors having different geometrical orientations and having switchable directions,1995-04-11,A,2cb23822-8356-4727-a1b9-5a15e9dd0cf0
302,5378883,Omnidirectional wide range hand held bar code reader,1995-01-03,A,1f5ec45d-f957-44fc-b861-44f57aa58cce
303,5775762,Overhead console having flip-down monitor,1998-07-07,A,
304,5262375,Oxygen absorber,1993-11-16,A,17b3b13f-0906-48a5-ac6e-adf2f52dfe03
305,5207943,Oxygen absorber for low moisture products,1993-05-04,A,17b3b13f-0906-48a5-ac6e-adf2f52dfe03
306,5746937,Oxygen absorbing composition,1998-05-05,A,17b3b13f-0906-48a5-ac6e-adf2f52dfe03
307,5667863,Oxygen-absorbing label,1997-09-16,A,e13301ac-9597-4680-a349-5db024019e93
308,4992410,"Oxygen-absorbing package, composition and method of formulation thereof",1991-02-12,A,17b3b13f-0906-48a5-ac6e-adf2f52dfe03
309,5069694,Packet for compound treatment of gases,1991-12-03,A,17b3b13f-0906-48a5-ac6e-adf2f52dfe03
310,4716978,Paper monitoring system,1988-01-05,A,85082a90-f6cc-41e9-88dd-0c376939b6c3
311,5712092,Papillomavirus probe and process for in vitro diagnosis of papillomavirus infections,1998-01-27,A,067e1110-7638-4840-8dfb-cc9434d518f1
312,5703777,Parametric emissions monitoring system having operating condition deviation feedback,1997-12-30,A,55605d3d-ef12-44d6-b299-613850365507
313,5391169,Patellar tendon harvester,1995-02-21,A,
314,5394576,Patient support system fastening device and method,1995-03-07,A,95ed9a89-0107-4dc9-98e4-11ef5f2cd815
315,5561412,Patient\/nurse call system,1996-10-01,A,e5fc32c3-a913-455a-94ce-9932d30eefff
316,5732693,Pause control of nitric oxide therapy,1998-03-31,A,07d5e983-c359-45e8-ac9a-45c2def520ad
317,5782833,Pedicle screw system for osteosynthesis,1998-07-21,A,
318,5769870,Perfusion device for maintaining blood flow in a vessel while isolating an anastomosis,1998-06-23,A,64ae2242-a7d4-45b4-9e63-f52bbe65bf20
319,5714931,Personalized security system,1998-02-03,A,
320,5700240,Phacoemulsification system having ultrasonic power controlled by aspiration vacuum sensor,1997-12-23,A,
321,4917488,Photocell distance measurement,1990-04-17,A,a598e7c9-455b-4da3-99e0-b2b9f4a0090d
322,5109241,Photographic apparatus with automatic film type determination,1992-04-28,A,a598e7c9-455b-4da3-99e0-b2b9f4a0090d
323,5551301,Piezoresistive pressure transducer circuitry accommodating transducer variability,1996-09-03,A,e638e049-8c6b-40f7-9b52-9320c2a0148d
324,5668320,Piezoresistive pressure transducer circuitry accommodating transducer variability,1997-09-16,A,e638e049-8c6b-40f7-9b52-9320c2a0148d
325,5305636,Plate brake tester and method,1994-04-26,A,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
326,5083456,Plate brake tester apparatus and method,1992-01-28,A,
327,5230242,Plate brake tester apparatus and method,1993-07-27,A,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
328,5379636,Plate brake tester apparatus and method,1995-01-10,A,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
329,5468947,Pocket size data capture unit with processor and shell modules,1995-11-21,A,a924e85d-814e-4015-8659-90bb84360392
330,5271833,Polymer-coated carbon-clad inorganic oxide particles,1993-12-21,A,dc73969f-f12c-4957-ad3c-e28e93c64f3d
331,5556772,Polymerase compositions and uses thereof,1996-09-17,A,23ce9bf7-6a48-438b-8cdd-d88ef3a991d3
332,5755007,Portable cleaning apparatus,1998-05-26,A,af03efab-1ecf-4856-8720-46c553220bb5
333,5758374,Portable table assembly,1998-06-02,A,
334,5805474,Portable work station type-data collection system having an improved handgrip and an optical reader to be directed thereby,1998-09-08,A,a924e85d-814e-4015-8659-90bb84360392
335,5490046,"Portable, remote-controlled searchlight apparatus",1996-02-06,A,
336,5120435,Pre-treatment sewer discharge system,1992-06-09,A,
337,5442429,Precuring apparatus and method for reducing voltage required to electrostatically material to an arcuate surface,1995-08-15,A,
338,5631539,Process and apparatus for charging lithium cells or the like,1997-05-20,A,a924e85d-814e-4015-8659-90bb84360392
339,5229265,Process for analyzing clastogenic agents,1993-07-20,A,fad46b7f-1241-404e-bc13-4a1013d552d8
340,5474824,Process for expanding polytetrafluoroethylene and products produced thereby,1995-12-12,A,9c914ee4-5b46-43fb-8fbe-48668f526d2a
341,5679470,Process for manufacturing clad composite stent,1997-10-21,A,3e30f779-123c-4fc0-a301-68d789f06db4
342,5820693,Process for recovering catalysts supports,1998-10-13,A,
343,5424539,Process for the analysis of gaseous components by mass spectrometry,1995-06-13,A,fdbbddf1-3c2c-4920-bd84-4c4846d98c7b
344,5554519,Process of preparing genistein,1996-09-10,A,e2d803b4-24e5-4e48-8316-548ba84eb129
345,5787485,Producing a mirrored copy using reference labels,1998-07-28,A,ba1a7d7a-6394-4f59-a009-18b32248fa74
346,5824050,Prosthesis with in-wall modulation,1998-10-20,A,9c914ee4-5b46-43fb-8fbe-48668f526d2a
347,5079352,Purified thermostable enzyme,1992-01-07,A,3563315f-ad7f-44f5-a800-130fd2ba292c
348,5828558,PWN controller use with open loop flyback type DC to AC converter,1998-10-27,A,f58f12b8-fc39-4329-b45c-1724670cca81
349,4037322,Razor adapted for surgical preparation,1977-07-26,A,
350,4905372,Razor handle extension,1990-03-06,A,
351,5167069,Razor reach,1992-12-01,A,
352,5618711,Recombinant expression vectors and purification methods for Thermus thermophilus DNA polymerase,1997-04-08,A,387ebb35-a3bc-484d-8d83-1d0de3599866
353,5789224,Recombinant expression vectors and purification methods for thermus thermophilus DNA polymerase,1998-08-04,A,b3e0ed74-caea-498b-8bd1-e3136ee815da
354,5661563,Reflectance spectroscope with read head for minimizing singly-reflected light rays,1997-08-26,A,e899239c-3d2a-48a0-90b2-156806f8356e
355,5765985,Refuse collection vehicle cylinder restraining apparatus,1998-06-16,A,75f5c390-85f7-45b2-8b26-d9e1ef3a0fda
356,5513942,Refuse holding vehicle,1996-05-07,A,75f5c390-85f7-45b2-8b26-d9e1ef3a0fda
357,5774789,RF communication signal distribution system and method,1998-06-30,A,bd326ff2-4f62-4f3e-9ad5-ff720460ce84
358,5677124,Ribonuclease resistant viral RNA standards,1997-10-14,A,a47f971d-099d-40d6-89cd-440819106651
359,5723597,Ribosomal nucleic acid probes for detecting organisms or groups of organisms,1998-03-03,A,425cd741-4844-49f0-a1fa-546107d327f9
360,5733286,Rod securing polyaxial locking screw and coupling element assembly,1998-03-31,A,dcade0c6-e3d3-4bf0-8c33-02f32df36443
361,5714320,Rolling circle synthesis of oligonucleotides and amplification of select randomized circular oligonucleotides,1998-02-03,A,23612d22-58ff-4b6d-9636-6d3b2844a27c
362,5781949,Rotational therapy apparatus for a bed,1998-07-21,A,e5fc32c3-a913-455a-94ce-9932d30eefff
363,5565960,Scanning exposure slit for a shuttle style film gate,1996-10-15,A,a598e7c9-455b-4da3-99e0-b2b9f4a0090d
364,5640228,Scanning exposure slit for an image-recording apparatus,1997-06-17,A,a598e7c9-455b-4da3-99e0-b2b9f4a0090d
365,5655677,Sealed carrier vessel for pneumatic transport system,1997-08-12,A,ffeb6305-fbc7-40d9-9cc4-6e8f010fd6a0
366,5765836,Sealing system,1998-06-16,A,f3431e08-fefd-4c76-94e9-94f056b1f124
367,5506946,Selective color correction,1996-04-09,A,6cbd7aee-d494-4a50-8884-ab4dc2c763de
368,5693931,Self-calibrating label gap sensor circuit with a current regulator,1997-12-02,A,ce9b2f65-234e-40b1-95ad-f6ee0c89a5c8
369,5628788,Self-expanding endoluminal stent-graft,1997-05-13,A,a1e73e0c-650c-442d-9175-a5350cc85431
370,5413264,Serial accumulator system for filamentary material,1995-05-09,A,caa2be79-3a64-44c0-95cd-94f3bb9de128
371,5728159,Serrated bone graft,1998-03-17,A,3c84a25d-3a70-4de0-a4a7-66ab50e70aad
372,5755547,Side loading refuse collection vehicle arm restraint,1998-05-26,A,75f5c390-85f7-45b2-8b26-d9e1ef3a0fda
373,5818630,Single-mode amplifiers and compressors based on multi-mode fibers,1998-10-06,A,9bea93ae-1384-4db2-b5d7-70bf82531ca2
374,5810272,Snap-on tube and locking collar for guiding filamentary material through a wall panel of a container containing wound filamentary material,1998-09-22,A,11e6a58c-e817-4e21-b10b-c90596070afe
375,5224947,"Soft, readily expandable vacuum bell assembly",1993-07-06,A,
376,5019951,Spotlight with adjustable handle,1991-05-28,A,3d78b867-f237-4871-ba22-16c1cabbde47
377,5791339,Spring piloted safety valve with jet venturi bias,1998-08-11,A,cb62ffe7-f1bf-4387-84e5-ed8f1513175f
378,5830336,Sputtering of lithium,1998-11-03,A,00f2c5da-2541-4f2d-b86a-5f1973998b5e
379,5556771,Stabilized compositions of reverse transcriptase and RNA polymerase for nucleic acid amplification,1996-09-17,A,425cd741-4844-49f0-a1fa-546107d327f9
380,5627075,Stable diagnostic reagent,1997-05-06,A,c5991c13-bc9e-417a-bc3c-77b4ad064ca3
381,5747392,"Stain resistant, water repellant, interpenetrating polymer network coating-treated textile fabric",1998-05-05,A,7017b233-ef9b-4e05-b5a2-97eab4b64945
382,5129149,Stand-alone sideslip meter,1992-07-14,A,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
383,5709703,Stent delivery device and method for manufacturing same,1998-01-20,A,3e30f779-123c-4fc0-a301-68d789f06db4
384,5724685,Step deck for a bed,1998-03-10,A,e5fc32c3-a913-455a-94ce-9932d30eefff
385,5518528,"Storage and delivery system for gaseous hydride, halide, and organometallic group V compounds",1996-05-21,A,8ecdee7a-9197-4d8f-b317-3e1900ebfa15
