assignee_id,assignee_organization,assignee_type,assignee_lastknown_country,assignee_total_num_patents,assignee_total_num_inventors,nb_marked_patents,proportion_marked_patents
7ae1227e-4549-4d30-b02d-46dfb4373ba6,"Aqua-Flo, Incorporated",2,US,2,3,2,1.0
7e818728-a2b6-454c-8d44-f3525a791ad3,Eppendorf-Netheler-Hinz GmbH,3,DE,33,41,2,0.061
7f53df75-d862-467b-a58a-ac62d604b098,Concordia University Inc.,2,US,21,38,1,0.048
83dac5a8-8284-41e1-8d34-cd0c6a885c1a,"USA Digital Radio Partners, LP",2,US,24,18,7,0.292
874c84c3-845e-4649-8877-0ee1feb421ab,MICHAEL HOERAUF MASCHINENFABRIK GMBH UND CO. KG,3,DE,25,13,1,0.04
88136165-8467-4a8a-aca9-0b4880262e8b,H.C. Miller Company,2,US,4,4,2,0.5
8876df5e-5214-44b9-bdfd-c3837827a0bb,BATTELLE MEMORIAL INSTITUTE,2,US,1892,2082,5,0.003
88b6d8b5-909f-4f4d-a500-e029becd8776,"Valco Instrument Co., Inc",2,US,1,2,1,1.0
895a2862-b2bc-4ee9-8117-b3b3ea0c96ea,Alcon Inc.,3,CH,1356,858,114,0.084
8ba207d8-0e04-4e04-b2df-6f43a602a120,"Procurenet, Inc.",2,US,1,4,1,1.0
91de82a1-5c1d-4682-a09d-27bc904ddc08,Jennmar Corporation,2,US,76,40,18,0.237
924e9f98-e7db-4d27-9627-12e1ca5f099d,"NeuroPace, Inc.",2,US,171,43,32,0.187
94a00a08-52b4-457d-9ff2-92adf96ab4ad,Mayo Foundation for Medical Education and Research,2,US,1223,1269,3,0.002
9558d2ce-a26b-4d18-94ac-3808e212d237,"H.A. AUTOMOTIVE SYSTEMS, INC.",3,CN,622,327,1,0.002
974314e7-1e0e-470e-af09-19a112bd6978,CORDIS CORPORATION,2,US,965,579,8,0.008
98ba931d-3a04-4ca5-a00b-7487a9c37c2c,Astec International Limited,3,unknown,270,239,25,0.093
99dc8768-2d21-474e-8007-f244d493272b,"METROLOGIC INSTRUMENTS, INC.",2,US,643,194,78,0.121
9bdb5945-0958-4e01-8f2c-1cde1cf6d45d,"John Zink Company, Division of Koch Engineering Company, Inc.",2,US,7,11,1,0.143
9f7bfac6-ac62-41d8-b6ad-4730397c8280,The Clorox Company,2,US,798,827,17,0.021
a393b10e-6eb8-4cea-87df-e69637d7c8d0,"Iowa State University Research Foundation, Inc.",2,US,2532,3104,1,0.0
a646ff7a-f630-429f-a476-9449d6f1f52c,ERGOVIEW SRL,3,US,3,4,2,0.667
a65435d7-5c74-4a7c-b444-4752990fe96b,Symbiosis Corporation,2,US,176,60,2,0.011
a757a4bd-af8c-4da0-be09-a4952445c06d,Saint-Gobain Vitrage,3,FR,432,502,3,0.007
a85cbb12-f654-4679-9e8e-b4483f51a067,ResMed Pty Ltd,3,AU,1382,462,202,0.146
a9e1a6a1-1539-4415-beb0-1ddeb7848805,"AMF LIFESYSTEMS, LLC",2,US,16,35,1,0.062
ad2a5e70-92fc-4134-9ea7-0d88746e922b,Mercedes-Benz AG,3,DE,936,1313,1,0.001
ad865602-0a31-4581-9c95-de208e913e75,"Digital Theater Systems, Inc.",2,US,13,13,6,0.462
afcaa320-ceed-4c8d-9d2e-3a1b6d9beacb,"Hamilton Beach\/Proctor Silex, Inc.",2,US,258,141,21,0.081
b079b45d-779b-4415-a680-2c4947748da9,"Research Now Group, LLC",2,US,23,37,2,0.087
b15a69df-0c00-4063-8795-305cb4059d45,"American Radionic Company, Inc.",2,US,63,7,13,0.206
b3b5fb0e-1ed1-4eb2-8a96-2f3b3cb15141,"Kwikee Products Co., Inc.",2,US,9,6,4,0.444
b3c623cd-bf05-4681-9628-fa658e53961b,"LEVITON MANUFACTURING CO., INC.",2,US,895,414,62,0.069
b3f91669-21b4-4c70-8e6a-c65219311527,The Johns Hopkins University,2,US,2671,3601,8,0.003
bd4f754a-7126-4215-bb2a-4fc3a3df23c3,TARGUS INTERNATIONAL LLC,2,US,41,53,17,0.415
be9d612c-9bf7-4237-abd9-aab86b34d7ed,NSK-WARNER K.K.,3,JP,358,198,1,0.003
beac703c-3c66-4f1f-85f2-17a38eb57d43,"RAD I.P, PTY LIMITED",3,AU,118,60,34,0.288
c523982f-c9fb-48a6-9612-315e09cd0b9e,"Fluorscan Imaging Systems, Inc.",2,US,1,1,1,1.0
d283cb2f-6b89-4e67-8f44-57488f936d5b,"Diebolt International, Inc.",2,US,20,3,6,0.3
d465027f-a6e0-4547-8e3b-d4a31318de24,Abbott Laboratories,2,US,4192,3972,45,0.011
d50bdb8d-2278-43d3-8433-97daffdb89b9,BASF Corporation,2,US,12771,8659,63,0.005
d74d202a-6b03-4e13-823d-020ae9047e00,"PaTMark Company, Inc.",2,US,5,6,1,0.2
d7881959-1c03-4ed8-a833-52531ff53181,"Advanced Delivery & Chemical Systems, Ltd.",2,US,19,11,5,0.263
daf44be6-3ee9-4d5f-bbd3-e1982bf2d6d2,Fairlane Tool Company,2,US,2,2,2,1.0
e0837bfc-5396-436b-a1d0-5aefa462ec4c,"BRADY WORLDWIDE, INC.",2,US,167,149,17,0.102
e5cf56c0-6143-4102-9c21-e7c4ac06297c,"Medtronic, Inc.",2,US,7483,3713,3,0.0
e816ad29-517d-436e-a1fe-782a8f32c3a1,SKC CO.. LTD.,3,KR,143,265,1,0.007
ef8d3b18-53a2-4ab6-afd5-2b32e5e8286e,Nortel Networks S.A.,3,FR,4161,3850,7,0.002
f0232b82-513a-4ab5-abe9-70e492557110,Volk Optical Inc.,2,US,20,13,1,0.05
f808a433-430d-4c38-8ccb-8c33155cac85,"John Donovan Enterprises, Inc.",2,US,13,11,3,0.231
f9632820-d3bc-4399-9ee7-c0873323fa14,"INTEGRATED SURGICAL, LLC",2,US,12,16,1,0.083
f9f0f188-a3e0-41f0-bb68-d9f038d5d301,HUTCHINSON S.R.L.,3,IT,776,613,170,0.219
fcf9c7a0-0170-45ef-a361-4e7323e2f917,"Valley West, Inc.",2,US,2,2,1,0.5
004e5f83-3a85-4382-9aa4-0e232dd437d1,"MDS TECHNOLOGIES, LLC",2,US,104,98,11,0.106
00c46619-7a81-449b-91a7-32c65f7edbe9,The University of Kentucky Research Foundation,2,US,736,929,1,0.001
029a69d7-5895-4559-a73e-395bd22013ab,Huntington Bancshares Incorporated,2,US,14,22,3,0.214
032e9c05-d8b9-4a86-98f3-7cc53b1f1815,Sherwood Manufacturing Corporation,2,US,606,474,27,0.045
03aecf37-c12b-40f3-b9aa-52c6f502a62c,LRE Medical GmbH,3,DE,24,22,1,0.042
045d647a-98eb-4eb1-bfd4-8fda83ba3276,Ivee Development AB,3,SE,1,3,1,1.0
04e7d4fb-6787-4133-9cc4-c40cba7a1260,VG Systems Ltd.,3,,1,3,1,1.0
0904bcb9-344d-425f-91ef-168cafca301c,"Daniel Manufacturing, Inc.",2,US,75,74,18,0.24
0caa6340-5b06-4f06-9998-b7dc7ffca499,Carl Zeiss Stiftung,3,DE,719,701,1,0.001
11f1374a-05b5-430f-b4f5-d3f54ed18c55,Visto Corporation,2,US,25,28,14,0.56
126fd6b1-bcc2-4abd-820d-1861af056a2e,"Hill-Rom Medaes, Inc.",2,US,4,16,1,0.25
151dceff-653c-4c10-957b-c67ff03160e2,"TheraSense, Inc.",2,US,53,61,20,0.377
1ae07817-7104-4e94-8396-a1bb666a65d0,"STATSIGNAL SYSTEMS, INC.",2,US,25,4,20,0.8
1c3ed3d4-139d-4c9e-9b1e-89983e0d4295,"ADVANCED NEUROMODULATION SYSTEMS, INC.",2,US,312,160,22,0.071
1fedfc33-2416-47b3-a859-e2303ca1249f,Cytec Industries Inc.,2,US,485,387,2,0.004
26912e1a-e597-4587-8817-e83b9a5a605e,"X-Rite, Inc.",2,US,76,76,45,0.592
29427879-491f-40e9-93c7-0cd097fbc5ff,UOP LLC,2,US,5263,1800,4,0.001
3820d0ab-81c9-4d79-b276-adc5e1bed778,S3 Incorporated,2,US,99,126,1,0.01
421c45fe-f02d-43e5-b941-543cf61d8cfc,The Board of Trustees of the Leland Stanford Junior University,2,US,4024,4528,9,0.002
49b5c476-2579-408c-8cac-7fd244a26248,"CSP TECHNOLOGIES, INC.",2,US,101,40,7,0.069
49c6bf8a-7e57-4c28-a812-54e32cf9341d,"Valleylab, Inc.",2,US,98,107,1,0.01
49e17d9c-e8c4-453e-b8f1-09de9fbd0676,"Embolx, Inc.",2,US,85,30,1,0.012
4acf646c-71dd-45a9-8c15-7857453bf6d3,"Hewlett-Packard Development Company, L.P.",2,US,36299,21465,4,0.0
4b72a5c5-b874-4778-ac7d-102ca9f1e037,CANDELA CORPORATION,2,US,69,51,12,0.174
4b830300-2405-44ae-8d74-c2166e7f8c41,Monsanto Technology LLC,2,US,8999,3239,69,0.008
4b9e9772-333e-4b85-a684-35cb5c942e01,"WARN INDUSTRIES, INC.",2,US,183,112,25,0.137
4c10c111-51f7-4def-9aac-6c031bf25fb1,"Motion Computer, Inc.",2,US,44,29,9,0.205
4ce484dc-4750-427c-831b-3c2a06b068ca,Marconi Communications SpA,3,IT,245,295,7,0.029
4eb39673-7f59-4c45-bf6c-2275dccf9048,Masimo Corporation,3,US,648,180,201,0.31
4f9cf78a-ad07-4b71-86c8-3e3907148104,Green Hills Software LLC,2,US,26,31,14,0.538
5209ac82-ff42-4b29-a0c0-f623c06041ae,Immuno Aktiengesellschaft,3,AT,83,75,1,0.012
527c09b7-5bb7-41a1-ac46-533b80c34a93,"Beckton, Dickinson and Company",2,US,8,22,1,0.125
536145db-7968-4c51-a2fa-21c1ffa5fbd7,"OMNOVA SOLUTIONS, INC.",2,US,109,115,1,0.009
54424a2e-86cf-4bc0-85ed-474f6e911874,MDS Health Group Limited,3,CA,17,26,1,0.059
59186fcf-b83f-43bd-9a7b-db2479cd64e1,"Intraware, Inc.",2,US,10,14,9,0.9
592d6663-c939-4a0d-b444-2b955cd1f5a4,Agis Industries (1983) Ltd.,3,IL,4,11,1,0.25
5b7dceaa-f66e-4927-a82c-f630fff5ce60,Reltec Corporation,2,US,28,39,1,0.036
5df23f34-8134-4294-8545-dbbecdb209b7,The General Hospital Corporation d\/b\/a Massachusetts General Hospital,2,US,83,168,1,0.012
6263f053-303f-4cd4-96e7-faf52822c56a,"Surmodics, Inc.",2,US,202,102,8,0.04
686b0cac-7961-46d4-9d67-d435557d6b9d,"Datex-Ohmeda, Inc.",2,US,114,88,2,0.018
69a7151f-d997-4135-a82a-2ab9dd2753dd,ERICSSON AB,3,SE,2971,2069,3,0.001
6c465020-f073-4000-905d-9072a682bbe9,"Becton, Dickinson and Company",2,US,4001,2512,3,0.001
6e018059-6073-44a2-9b2d-0bc26988a920,"CALMAR OPTCOM, INC.",2,US,22,22,21,0.955
7035d6bb-e5b5-4ebb-a91c-ea8b44349738,"Conexant Systems, LLC",2,US,811,700,4,0.005
730f6932-b761-438e-8969-4149f9b4556a,"Came1Bak Products, Inc.",2,US,1,3,1,1.0
75245632-3877-4fe1-976e-4b6cd1a0ab63,"CELLOMICS, INC.",2,US,52,51,30,0.577
75d9efba-88e3-4c59-8c44-8663aefc578e,"FemmePharma Holding Company, Inc.",2,US,6,8,1,0.167
76d5c274-bc0b-46e4-b1fe-07d7bbd844d7,"Valco Instruments Company, L.P.",2,US,28,15,16,0.571
778e1c7c-f1a9-4e96-9666-c3e7e9b83ceb,Blue Ridge International Products Company,2,US,12,10,7,0.583
778e8193-e061-4d6c-aff8-1f4820281623,"Protocol Labs, Inc.",2,US,22,26,2,0.091
7a77887e-f477-46c8-a655-1a287a8e295e,ORIDION MEDICAL 1987 LTD.,3,IL,91,51,14,0.154
7d03f05e-619d-4ce0-a78a-6101167489a1,"Image Guided Technologies, Inc.",2,US,12,11,2,0.167
823fd384-e992-4d4b-8610-e23d6ed4c0f7,"PARTICLE MEASURING SYSTEMS, INC.",2,US,58,49,17,0.293
8540caa9-2139-4400-a948-e2b25f6ebaec,"Cardiothracic Systems, Inc.",2,US,1,2,1,1.0
88903a7b-96e2-46f8-b656-90558b092885,Z.M.D. MEDICAL LTD.,3,US,26,15,1,0.038
88f0770e-45db-4596-aaca-8909307713fc,Univ. Nebraska Bd. of Regents,2,US,16,14,1,0.062
8a7b507d-84de-41b9-8f28-2445bf6da19a,"VeriFone, Inc.",2,US,192,212,1,0.005
8cc85e20-4d3f-4ced-ba64-3db5d4e458ea,"IPSILON Networks, Inc.",2,US,1,6,1,1.0
939e05d0-e528-4d65-89b4-c9a5d4f5e5ff,,4,US,4,2,1,0.25
944c8ee6-f9fe-4dfc-bc3a-716c9d198ffa,"Oakley, Inc.",3,CA,676,107,11,0.016
948389c6-c4f8-4aee-8231-4b8b8b741b02,Color Kinetics Incorporated,2,US,76,26,4,0.053
9598a428-ec91-49be-92f5-f7f9882c3b86,,4,US,1,2,1,1.0
96782d4f-9748-4799-a21b-10dd9683f6c6,"Travel Caddy, Inc.",2,US,124,25,12,0.097
99512f2e-6bb3-45ea-bc73-3b7b4ab2c837,"Nitinol Devices and Components, Inc.",2,US,8,8,3,0.375
9e40b0ca-c41f-4761-b5a0-34014a1558a2,The United States of America,7,US,261,559,1,0.004
9eaf9d3d-35d2-489e-b724-f8fe5b19f5e0,"Link Labs, Inc.",2,US,78,97,1,0.013
9f1f5f12-f0cd-4e0f-b2aa-fba7f973caeb,ADC Therpeutics S.A.,3,CH,3,10,1,0.333
9fe8aca8-0217-4817-bc11-85781c9dc92c,TEXAS INSTRUMENTS INCORPORATED,2,US,24742,11630,39,0.002
a2f813b0-8526-4b52-871e-13e50fd3875b,Lancer Corporation,2,US,157,101,41,0.261
a38e5dcb-4e9a-427c-8ef4-b0da96a9aab4,"McNeil-PPC, Inc.",2,US,790,740,3,0.004
a48f1bac-dbc1-4161-aa67-0ba0d3a91f2d,"Quadrant Holdings Cambridge, Ltd",3,GB,13,13,1,0.077
a95fcfd0-72c7-46d6-9009-4a3bc9d48d57,"SkyePharma, Inc.",2,CH,15,17,1,0.067
ac91ab4d-8c79-4ff7-96a9-d89d36edbb8f,ASPECT INC.,3,JP,29,34,1,0.034
ad093a86-f901-47f6-996b-29696615435b,Nelcor Puritan Bennett Incorporated,2,US,1,6,1,1.0
ad37fdd3-a26e-4f24-ada1-eed7048005a1,"Medisyn Technologies, Inc.",2,US,4,4,1,0.25
aed120fb-3d09-4b31-911e-0b64ba327fd7,"Sensidyne, L.P.",2,US,8,2,6,0.75
afba49e2-8cac-4e53-bf04-31451ea20f84,Warner-Lamberg Company,2,US,1,4,1,1.0
b025bdc2-2d5c-4f34-9dda-2dde74764a8a,Instrumed,2,US,9,10,4,0.444
b1b1337d-26d3-49ae-a79f-da88e9898ce8,Pharmatop SCR,3,,2,2,2,1.0
bca099df-2890-42f7-b958-1c0bf73c0eb7,Happijac Company,2,US,11,8,11,1.0
c4f8c75c-c561-4243-89b7-0afbbf69dc99,Novartis AG,3,CH,3685,4539,65,0.018
c89421c6-6c5c-4a39-b29c-204dbe04aa9c,"CAMELBAK PRODUCTS, LLC",2,US,66,31,20,0.303
cf086c9b-1cbb-49fb-96dc-84a0f5d90fec,Novartis Finance Corporation,2,US,127,194,2,0.016
da35d89e-dc03-4850-aa92-9057496c9f08,PCS Microcell International,3,BB,5,2,1,0.2
da6bd1ef-4dd0-40cf-8fc1-93231504b77e,Finnigan Corporation,2,US,55,53,3,0.055
dabe5edb-369a-4644-bcd3-f88f5319cdb7,"Specific Cruise Systems, Inc.",2,US,13,6,1,0.077
e2f33dff-8691-457c-9233-08cb1bc6e370,"Smith & Nephew, Inc.",2,US,1576,1109,33,0.021
e40b5d9b-6349-4b5a-bc45-f6196cd7c4d7,"Affymetrix, Inc.",2,US,550,374,1,0.002
e9f14bec-ff21-4fbf-abcd-a2fc0f6d14bf,Spanner-Pollux GmbH,3,DE,2,1,1,0.5
eaff47a7-f186-41c9-b6f5-cbdb170f3a35,Board of Regents of The University of Nebraska,2,US,554,709,8,0.014
edddb176-31e3-4c07-84dd-08835f9c4aa3,Cybex Computer Products Corp.,2,US,14,26,1,0.071
f032d9be-a865-417b-867b-b8bf7e083f64,INSTITUTE PASTEUR,3,FR,22,111,1,0.045
f24f1a33-3f3c-4958-93ac-a0ed155ed73a,The Nippert Company,2,US,18,2,1,0.056
f5188e36-158f-47d2-8c91-89477e3031dc,"3-Dimensional Pharmaceuticals, Inc.",2,US,82,94,8,0.098
f6689a09-1b63-4e36-b3d7-94d6eef95643,Mitsubishi Electric Information Technology Centre Europe B.V.,3,NL,87,89,1,0.011
f7c0da17-df90-426e-ab44-67c8b98c8c00,Lockheed Martin Tactical Defense Systems,2,US,20,33,1,0.05
fae8e78d-f549-475e-8710-a5d05dbbce2a,Georgia Tech Research Corporation,2,US,1599,2133,9,0.006
faf72271-8d43-4a09-833b-0243d0d9acdd,"Global Agricultural Technology and Engineering, LLC",2,US,15,8,3,0.2
fb0014d0-b6ef-4102-987d-bf320a89166d,Honeywell International Inc.,2,US,12883,9771,25,0.002
fd2e6824-7f5d-499c-a34a-0455ddaab93d,The Gillette Company LLC,2,US,2214,1397,44,0.02
04c27ede-87a4-494f-b131-9e7da9b01e38,"CommUnique, LLC",2,US,1,2,1,1.0
0658a845-3e48-4c23-b55c-5d9e78760135,Clayton Corporation,2,US,81,67,7,0.086
0a18097a-f06c-4828-9714-5ea58acee848,Avaya Inc.,2,US,2917,2208,23,0.008
0a6e0410-2083-4dc8-ab35-c176e4fe79c5,Actuant Corporation,2,US,198,174,35,0.177
0ab58e82-9bde-464e-a4dd-d7798927e0f3,"IGEN International, Inc.",2,US,58,64,3,0.052
0bcc7bc0-9323-458e-8478-b145849440f6,Impresse Corporation,2,US,5,7,5,1.0
0cacc05a-d8b4-4cc8-bccd-04ea1b07bfc3,"CommScope Properties, LLC",2,US,59,80,24,0.407
0dfe23f5-e042-4034-982b-1efd07306790,"Axonn, L.L.C.",2,US,5,8,2,0.4
0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d,"General Mills, Inc.",2,US,907,843,222,0.245
14e9bd09-18a5-4b9d-8b4b-c83f71e47e4e,C.I.F.E. S.p.A.,3,IT,2,1,1,0.5
15774b2e-ae86-48ea-ac83-6e7c0ce65e7b,"ILLUMINA, INC.",2,US,512,491,32,0.062
16d5a092-5096-460d-b205-db6b2f441ad7,"Origin Medsystems, Inc.",2,US,178,98,8,0.045
1976e3df-b737-4d2d-aa79-d9b809a527b9,Backsaver Incorporated,2,US,2,1,2,1.0
19d386b2-1d17-47dc-a7c3-1f95e50544cc,"Vascular Technology, Incorporated",2,IL,48,63,25,0.521
1c5c16d9-ef9f-4afc-a914-b421faebd176,"Printcafe Systems, Inc.",2,US,2,10,2,1.0
1c986991-f3cb-4ed9-b81b-b347ea8e399d,Axonn Corporation,2,US,12,5,1,0.083
1cb5050a-1488-4e17-9166-66fc7c4adb36,iBiquity Digital Corporation,2,US,137,81,105,0.766
1f19ef24-6ca1-4730-baa9-aaa179d91fe8,"SonoSite, Inc.",2,US,71,80,37,0.521
1f8fc7e3-2a7d-4579-9da0-1e52b32cbd86,"Coolsystems, Inc.",2,US,23,23,6,0.261
2178adb9-36e3-4600-b4e3-404a4fadd8d1,Willy Ruesch AG,3,,2,6,1,0.5
2186fb56-b4e4-4bdc-954a-77cb255681b1,"HeartWare, Inc.",2,US,190,84,1,0.005
21f7dd5a-d8fc-426b-9088-2e10a3296c14,"Britek Footwear Development, Inc.",2,US,6,1,4,0.667
238e6f1b-93f4-4c37-8ebc-d97cb332f9ac,MATSUSHITA INDUSTRY CORP.,3,JP,29259,19268,3,0.0
2549ab7f-c44a-40e3-b771-6397ecbe6c7a,Konami Corporation,3,JP,472,446,16,0.034
254f9f9e-287d-4bb2-b5c8-283de449e52b,Roxar ASA,3,NO,3,3,1,0.333
2ab0d03a-559c-43b0-a5df-c19a4193a430,"A Better Way, Inc.",2,US,4,7,1,0.25
2cbf39b7-3c7c-4a37-ba74-2b5d9e26b013,"Kimberly-Clark Worldwide, Inc.",2,US,4809,3330,111,0.023
2ef1eaa6-dadd-48c0-9d19-6f0c42050ebe,SALVIAC LIMITED,3,IE,67,29,12,0.179
2f297f66-6bd9-4099-b2cb-8b4bca6c7b92,"Busek Co., Inc.",2,US,18,42,1,0.056
307747ea-d1fe-43e7-a9f2-8a5e4e4ff204,"STEC, Inc.",2,US,119,91,3,0.025
31b865c8-92ea-4742-a649-48d1c667c5e8,"Cooper Automotive Products, Inc.",2,US,24,22,2,0.083
33b4f018-b876-4a3c-b865-fea8d6a22f6a,"Theken Surgical, LLC",2,US,3,3,2,0.667
342638cb-10a0-4333-9f17-15fe7136e67e,"Cordis Webster, Inc.",2,US,39,20,1,0.026
3579f1bf-1b9b-4d33-8a03-a212c3a42c7c,"TracStar Systems, Inc.",2,US,2,7,1,0.5
3a42b73d-def4-434d-9faf-ee7c53826db1,90 Degree Software Inc.,3,US,2,2,2,1.0
3ef8844e-5843-4c92-aa31-12085d46bd3b,"Physiometrix, Inc.",2,US,16,10,2,0.125
41129fcb-9020-49d0-856f-dd91af45099c,"Kaivac, Inc.",2,US,15,6,13,0.867
428d7a41-f25a-4750-b956-203f9d10f86d,Corixa Corporation,2,US,249,133,1,0.004
44cfc26c-a6e5-41b7-bb67-bc6a683f1423,KAO CORPORATION,3,JP,3208,2949,22,0.007
4598d5bd-5c5b-4bb2-9152-5751bd92e69e,OPTONOL LTD.,3,IL,17,8,5,0.294
459bdb41-09d1-4b3b-add8-a7337ec6f4af,"TransVascular, Inc.",2,US,35,35,5,0.143
46d7334f-a69c-4e0e-ab16-bb2428f8dbd4,"AutoMed Technologies, Inc.",2,US,48,53,33,0.688
4a0650f1-f9af-4889-b56f-90ef3a75fad0,Bradford Company,2,US,137,36,1,0.007
4a5c611e-3b5f-4775-a3e7-20c5dfd520a5,"VIA-Cyrix, Inc.",2,US,31,30,3,0.097
4b8e74d5-34a8-416b-a0fe-6618a20b2ce9,SPECTRANETICS LLC,2,US,188,130,14,0.074
51b599f0-89f0-4249-b3ca-f06ff00f2d8c,"AQ Technologies, Inc.",2,US,2,2,1,0.5
51e02dfa-38d5-4bfe-ba3a-84921157ddbc,LIEBEL-FLARSHEIM COMPANY LLC,2,US,93,65,3,0.032
51f7e7b5-2099-4532-8796-d9a539269fbb,MediGuide Ltd.,3,IL,51,24,7,0.137
54367e05-0003-4d77-bf00-ca9b31dc3350,"Streck, Inc.",2,US,74,40,4,0.054
56dc378d-49d5-4aef-afe5-9ec4c3b87dc6,"Sterotaxis, Inc.",2,US,3,7,1,0.333
573ce408-188b-4bb5-b990-e1b00fc94ba9,"Delaware Capital Formation, Inc.",2,US,625,602,5,0.008
5a46d478-311d-493a-bd13-9eaee8fbc445,Dade Behring Inc.,2,US,114,163,1,0.009
5aff0cad-9ba3-4705-a3f7-3fe71d6e1fe5,"Electronic Theatre Controls, Inc.",2,US,75,63,20,0.267
5e3a84a0-c2a9-4617-9b2f-63fe2677914d,Robert Bosch GmbH,3,DE,24309,16495,17,0.001
61a3a7e4-42ee-457f-9e54-f6107a184e25,U.S. Philips Corporation,2,US,14129,9705,5,0.0
6620fec6-2d63-439b-8088-219fef3660c7,"Internet Tools, Inc.",2,US,1,1,1,1.0
6627ec0f-5c71-4d18-86d6-73eb03ed497b,Honeywell Technologies Sarl,3,CH,3704,2703,1,0.0
6bd89e40-5102-469c-8c93-ed06f53c7a12,"Stratasys, Inc.",2,US,351,202,4,0.011
6be317ea-19d6-4bee-b9fa-14926f00da5e,"TREX COMPANY, INC.",2,US,27,31,1,0.037
6e0048f0-6102-46ef-b919-e47393a07dfe,TECAN TRADING AG,3,CH,150,185,63,0.42
76604cfd-5c93-4b83-b0b7-57b8c3b633e8,"Coen Company, Inc.",2,US,34,21,3,0.088
77720cc0-7f89-4183-a0aa-b9dc4b2e8277,"ETYMOTIC RESEARCH, INC.",2,US,131,67,2,0.015
7925ebd4-085b-4727-8dcb-a4ba1eeb332a,"HSC DEVELOPMENT, LLC",2,US,74,104,4,0.054
7d6fd8a2-d514-4fda-b55f-d2b0cfdddccf,Certicom Corp.,3,CA,345,112,32,0.093
80036ab9-99b7-45a2-9e3d-265347cb2c60,Avocent Corporation,2,US,53,52,38,0.717
82186788-dc09-46ff-842b-0f0e38f120f2,R.R. Sail Inc.,2,US,3,7,1,0.333
85103d0e-1368-48c4-b26a-0d2af0881d8f,THE SIEMON COMPANY,2,US,222,98,1,0.005
8b08703a-570a-4965-942e-3568d28b7eca,Adams Mfg. Corp.,2,US,194,47,2,0.01
92227ca7-3766-45bb-8cf3-45a7f1a84f58,"Abgenix, Inc.",2,US,38,51,1,0.026
93acd3c8-3970-4dc3-89fe-6a7d86acf485,MITSUBISHI ELECTRIC CORPORATION,3,JP,12352,8273,4,0.0
9ad7da05-580b-43d5-a089-36d466449303,Technology in Motion Ltd,3,GB,4508,1436,63,0.014
9afa6a16-99c6-4668-8f3f-c4ace2a8108a,Aquila Biopharmaceuticals Inc.,2,US,6,8,1,0.167
a2b946e5-533a-4226-b1e3-75f8027620e7,"Alpha-Tec Systems, Inc.",2,US,18,27,2,0.111
a380e1fc-305d-45c7-9dce-b51399dc5dd9,Roche Diagnostics GMBH,3,DE,480,859,22,0.046
aad14593-2828-48a6-92d5-55869a16f52a,"Paratek Microwave, Inc.",2,US,114,81,51,0.447
ab02d437-5abf-451d-9ae4-044b65dcd19c,"Gel-Del Technologies, Inc.",2,US,10,2,5,0.5
ab4f5f39-e270-4f98-8a00-64ec25e2edec,Simcro Limited,3,NZ,9,5,1,0.111
af399d8a-50f7-42c2-a50a-e9b55f2a1d0f,"Endura Products, LLC",2,US,103,42,20,0.194
b51aaef3-3f8c-451c-a3fb-0da8f3686bfd,"Hologic, Inc.",2,US,425,353,74,0.174
b6d78c0e-33a5-4e21-bb78-d4e5d1ac259a,"M.C. JOHNSON COMPANY, INC.",2,US,839,747,1,0.001
b88354c7-547b-4c97-8225-d5520e002719,THE REGENTS OF THE UNIVERSITY OF MICHIGAN,2,US,2628,3383,4,0.002
b8873953-0452-4c15-a475-43436bd7d812,Elecsys Corporation,2,US,6,5,2,0.333
baeb4927-890d-47e8-b179-32f1fcf23268,"L G INNOTEK CO., LTD.",3,CN,36,30,11,0.306
c0c7a703-cc64-49cc-808d-224db7455e30,"JumpSport, Inc.",2,US,13,10,4,0.308
c3b53840-5480-42b4-9d45-c626d8ce37f3,"St. Jude Medical, LLC",2,US,547,377,6,0.011
c440a5c7-6384-4992-8710-71c230665d6d,"Vision Sciences, Inc.",2,US,33,28,3,0.091
d3644938-38a5-43a1-9433-210417643317,WM. WRIGLEY JR. COMPANY,2,US,540,419,1,0.002
d5d63c04-b01c-4226-98e1-aff418866455,"Noran Instruments, Inc.",2,US,6,7,1,0.167
d6794598-ad5b-4b83-b04b-b072925f3ebe,"Arrow International, Inc.",2,US,120,150,7,0.058
d8b9ac59-3320-40a4-a3de-1f33bc1d5d75,Powerquest LLC,2,US,26,32,2,0.077
e507c539-eb00-453d-a5d1-55a598ba4c39,"Perclose, Inc",2,US,16,14,1,0.062
e51aab55-f9b0-4ebd-ad9a-839d6a1ebc3c,"Syracuse Bioanalytical, Inc.",2,US,1,2,1,1.0
eba4632f-5cb5-4081-8689-a7cf716a1bb3,"SENJU PHARMACEUTICAL CO., LTD.",3,JP,218,222,1,0.005
eeb81af1-926b-4c08-9f36-0019ef818512,XEROX CORPORATION,2,US,23299,8830,1,0.0
f10a9618-f3ae-4482-b790-ed14c028f22d,"Trailair, Inc.",2,US,2,1,2,1.0
f3e438ec-3dfb-4838-91a6-a569f0854122,"Portec Rail Products, Inc.",2,US,29,25,6,0.207
f7463324-b31e-4142-902a-8840a995b810,"Johnson & Johnson Vision Care, Inc.",2,US,963,601,15,0.016
